    Generation =     3   Individual =     6
   0.00000  -0.00100   0.00000   0.04863  16.32495   1.67010   0.00234
     1    -0.1280     5.7000     5.7000
     2     2.0000     5.8000     5.8074
     3     5.0000     5.9500     5.9525
     4    10.0000     6.1000     6.0976
     5    15.0000     6.2500     6.2427
     6    20.0000     6.4000     6.4000
     7    25.0000     6.5000     6.5000
     8    32.0000     7.9500     7.9500

      2022   9  30  19  37  53.3158(0.0013)
        -211.1096(0.0081)-101.6211(0.0079) 16.3250(0.0243)
                   36.9405     127.1299  0.0394
      ASNA 57.193A  -0.008  0.000C  99.990   16.323    47.518 219.864  3.885
      CEA2 57.348A   0.014 59.998B  -0.028   17.290    49.096 138.968  4.018
      BOGA 57.573A  -0.022 60.483B   0.020   19.508    53.110  65.440  4.279
      JNUA 58.873A   0.051  0.000C  99.990   28.417    64.624 167.220  5.507
      HAWB 59.788A  -0.073  0.000C  99.990   35.484    71.149 296.964  6.545
      YSAB 59.938A   0.046  0.000C  99.990   35.648    71.176 231.819  6.577
      SWO2 60.558C  -0.002  0.000C  99.990   39.988    74.247 340.981  7.245
      SLSA 60.693A   0.001  0.000C  99.990   40.837    74.802  57.876  7.376
      JNPA 60.858A   0.024 65.888B   0.016   41.761    75.406 112.601  7.518
      DGJA 61.443A  -0.051  0.000C  99.990   46.017    77.975 263.050  8.178
      ICN2 61.578C   0.006  0.000C  99.990   46.493    78.190  33.052  8.256
      YUGA 61.753A   0.061  0.000C  99.990   47.277    78.648 200.152  8.377
      HGSA 62.183A   0.003  0.000C  99.990   50.387    80.253 231.529  8.864
      SGNA 63.073A  -0.059  0.000C  99.990   56.323    82.672   4.785  9.817
      CGAA 63.623A   0.032  0.000C  99.990   59.192    83.679 115.890 10.275
      AGSA 64.113A  -0.017  0.000C  99.990   62.636    84.789  74.190 10.814
      BURB 64.278A  -0.035  0.000C  99.990   63.801    85.099  59.270 10.998
      HONA 64.973A  -0.021  0.000C  99.990   68.026    85.957 143.810 11.678
      BON2 65.878A  -0.066  0.000C  99.990   73.875    86.776 126.026 12.628
      JURA 66.113A   0.020  0.000C  99.990   74.938    86.974 357.103 12.778
      CHJ3 66.148A  -0.074  0.000C  99.990   75.671    87.019  95.448 12.906
      YAGA 66.343A   0.070  0.000C  99.990   76.035    87.078  46.772 12.958
      HWDB 66.738A  -0.007  0.000C  99.990   79.016    87.378  13.548 13.429
      BKWA 66.983A   0.008  0.000C  99.990   80.355    87.449  71.345 13.659
      CGUB 67.888A   0.030  0.000C  99.990   85.929    87.857  36.769 14.542
      OKCB 68.258A  -0.049  0.000C  99.990   88.756    88.016 137.910 14.991
      MGY2 68.338A   0.009  0.000C  99.990   88.913    88.029 110.661 15.013
      DKSA 68.553A  -0.062  0.000C  99.990   90.591    88.084  92.238 15.300
      UJBA 68.623C   0.050  0.000C  99.990   90.417    88.097 358.688 15.257
      HWSA 68.773A   0.017  0.000C  99.990   91.469    88.124 127.161 15.440
      MOGA 69.023A   0.039  0.000C  99.990   92.981    88.209  25.332 15.668
      JECB 69.788A   0.024  0.000C  99.990   97.768    88.374  75.224 16.448
      HESA 70.003A   0.035  0.000C  99.990   99.073    88.422  47.387 16.652
      SGMA 70.053A   0.008  0.000C  99.990   99.528    88.433   8.007 16.730
