    Generation =     2   Individual =     8
   0.00000   0.02000   0.02000   0.07450   0.34712   1.77010  -0.03257
     1    -0.1000     5.7000     5.8800
     2     2.0000     5.8000     5.9800
     3     5.0000     5.9500     6.1300
     4    10.0000     6.1000     6.2800
     5    15.0000     6.2500     6.4300
     6    20.0000     6.4000     6.5800
     7    25.0000     6.5000     6.5000
     8    32.0000     7.9500     7.9500

      2022   7  14  16   8  32.6124(0.0009)
          -2.0650(0.0075)  -0.3874(0.0088)  0.3471(0.0530)
                   37.1965     129.0767  0.0530
      GAGA 34.375B  -0.114 35.843B  -0.092   11.023     0.000   0.000  1.877
      TBA2 35.009A   0.047  0.000C  99.990   13.764     0.000   0.000  2.350
      SNGB 35.450B   0.002 37.611B  -0.021   16.668     0.000   0.000  2.836
      IMWB 36.767A   0.076  0.000C  99.990   23.981     0.000   0.000  4.079
      GGSA 37.815B   0.036  0.000C  99.990   30.364     0.000   0.000  5.167
      CHYB 37.969B  -0.005  0.000C  99.990   31.519     0.000   0.000  5.362
      LMGA 38.984A  -0.049  0.000C  99.990   37.740     0.000   0.000  6.420
      UJNA 39.014A   0.018 43.915B   0.002   37.536     0.000   0.000  6.384
      SUBA 40.686B  -0.029  0.000C  99.990   47.698    79.507   0.000  8.103
      JECB 45.782B  -0.040  0.000C  99.990   78.454    73.580   0.000 13.209
      JMJ2 46.310A   0.059  0.000C  99.990   81.147    73.580   0.000 13.638
